struct_id_2015,structure_id_2023,match_distance_deg
805174,802222,0.00041550497875450715
805175,901989,0.0003610335667847785
805176,815610,0.0002970028141982356
805177,901989,0.00014576740468648017
805178,802220,8.784377325513068e-05
805179,802220,2.9061176654331104e-06
805180,802213,8.264408482109813e-05
805181,802213,2.8921617187039133e-05
805182,802220,6.867124036779366e-05
805183,802220,0.00015349894727042975
805184,802220,0.00011605593893195565
805185,802213,0.00014772023426029576
805186,802213,0.00010241008581002421
805187,802220,0.0001851552064885771
805188,802220,0.00010940383590512395
805189,802220,0.00014106650798693176
805190,802222,0.00017253223475631563
805192,802224,0.0007158845857977192
805193,802222,0.0007495141221622307
805194,802224,0.00022840533879921708
805195,802224,0.0001113073829945188
805196,802224,3.9970613928570225e-07
805197,802222,0.00043843650314696615
805198,802211,0.00012997219466491384
805199,802211,6.532130872995908e-07
805200,812872,0.0002040371026116102
805202,802222,2.9976435575949045e-06
805203,802216,6.744929930020418e-05
805206,802222,0.0004714998856723523
805212,802221,4.1940535813180054e-05
805213,802221,1.1247220928793571e-05
805214,802219,0.00012441396463935838
805215,802217,0.00012637601751956892
805216,802219,3.1324036895631393e-06
805217,802217,2.1157040721541755e-06
805218,802218,2.9971979483455008e-05
805219,802215,4.226773248574356e-06
805220,815610,0.00010293079541569028
805221,805927,1.762037507364409e-06
805222,806042,1.4208616346932532e-06
805223,807456,5.400682023541511e-07
805224,815030,0.00043202361412887153
805225,815030,0.00043712571253265404
805227,815030,4.691105791332572e-06
805229,802223,8.431530531166019e-05
805230,903303,5.8918315411940875e-06
805231,802461,1.7867796254826469e-06
805232,802460,2.0395976445241764e-06
805233,901637,6.355433628831807e-06
805234,802462,2.2100186802682155e-06
805235,802463,1.4194619793774314e-05
805237,802463,1.7547166768821493e-05
805238,800895,0.0003970528132726332
805239,816285,0.00038669685156205656
805240,818110,1.0122657281108408e-06
805241,800893,2.3402993401389693e-06
805242,800893,7.809171977904718e-05
805243,800893,7.512651658133494e-05
805244,800895,5.288192328499118e-06
805245,812975,3.102526378178995e-05
805246,814620,7.456358977191701e-06
805247,816284,2.9404219355564984e-06
805248,816285,4.576581359555017e-06
805249,816106,2.747709168083077e-07
805250,816105,1.2227278114195565e-06
805251,808021,5.0045178359842384e-06
805252,804347,0.0004013199386693898
805253,804347,4.1377241078811536e-05
805254,807651,8.34418815220301e-07
805255,811494,1.6217266205740117e-05
805256,812176,6.923636888973069e-05
805257,808415,0.00048250122639394676
805258,808415,2.8812124800615285e-06
805259,808206,0.0002165263262043273
805260,801661,0.0001546552285955155
805261,801661,0.00015110437256401205
805262,801661,0.0002765936181128167
805263,801661,0.0002731148621107024
805264,801661,0.00030064716827495405
805265,808199,0.0002916244300439265
805266,809357,6.067358276737151e-07
805267,809356,1.9557056277758364e-06
805268,800888,0.00021032357510051408
805269,800888,0.00023272738184668262
805270,808909,1.235475450503955e-06
805271,800888,2.533547706672779e-05
805272,801661,2.4126314388346407e-06
805273,813426,2.6846970799712173e-06
805274,808199,6.013352796431692e-06
805275,803233,0.00016901703370351338
805276,803233,0.00017099853178430605
805277,901301,8.881796823302116e-07
805278,806679,2.7555853357061853e-05
805279,806679,1.7219492139648606e-05
805280,806679,0.0002510074997633414
805281,806680,1.6944088065373847e-05
805282,806679,4.9969614561194376e-05
805283,806679,5.495183184447384e-05
805284,901316,2.6232470742762696e-06
805285,803235,4.425871175197694e-06
805286,901315,2.3471939205953593e-06
805287,803230,4.752594305372182e-06
805288,817986,0.0003287621080611925
805289,901306,0.00023158193579004663
805290,900990,0.0006175914845070758
805291,903067,6.80389940179879e-08
805292,903066,1.956633846012614e-06
805293,903066,0.00027246831308450347
805294,903066,0.00023368530998760955
805295,903066,0.0004787578073676706
805296,903066,0.0005122090687139701
805297,903066,0.0005465090455827478
805298,816381,0.0005229447443596558
805299,816381,0.00040758095106150163
805300,816381,0.0002978901230532692
805301,816381,0.0002684009064066056
805302,816381,0.00028168069873071676
805303,816381,0.00025157391347802336
805304,816381,0.00029980465777384795
805305,816381,8.856831579651513e-05
805306,816381,0.00029279902561299865
805307,816381,0.00019822446813959276
805308,803236,9.008461626166393e-06
805309,803233,8.758450122463393e-07
805310,901293,1.8714040220074236e-06
805311,901292,1.9671812079444855e-06
805312,901291,3.5967050386609357e-06
805313,901290,1.5888695105953154e-06
805314,803236,2.015687626077959e-06
805315,803236,9.737881803831609e-06
805316,814522,0.0002424331516558527
805317,817984,3.3736629792954303e-06
805345,903069,0.0001492906850400052
805346,804976,2.7633368599362812e-05
805347,804983,0.00034454149092472293
805348,804996,0.0003084438083557204
805351,817983,9.146794395609381e-06
805352,817983,0.0002204752550702249
805353,806679,0.0001060272228474771
805354,806679,0.0003467499172191827
805355,814467,9.495790677306059e-05
805358,900988,0.00028302943501477037
805364,900988,0.00013409223885582186
805370,814478,0.000853444859259478
805371,814457,7.904774639744983e-05
805372,814601,0.00017105789489053793
805373,814528,0.0011827541452578802
805374,814548,1.5744257192685898e-06
805375,901323,0.0001359514029007976
805377,803233,0.0003477858841498601
805378,814517,0.0004626954776541692
805379,901320,0.0002558591859324974
805380,901320,0.0002893754521190646
805381,901318,0.0006206890734798465
805382,901318,0.0006884331441699912
805383,901318,0.0007337638706018637
805384,901318,0.0007791250674378863
805385,814478,2.2597230285299485e-06
805387,814479,2.830083929854889e-06
805388,814481,2.886332585598383e-06
805389,903064,0.0006795750697840316
805400,901318,3.8773853950608187e-05
805406,819265,0.000203211948515668
805407,903065,0.00026330491320740326
805408,903065,4.58458210670988e-06
805409,814579,0.0003133670583805627
805410,901301,0.00033266650812867674
805411,804994,0.0003193063343333354
805412,903061,1.5440642996438945e-06
805413,803236,0.00011693400190005518
805414,814463,0.00017866849753389165
805415,814590,3.53560743828925e-06
805416,814598,0.00024987700406451567
805417,814598,0.0001973940375837598
805418,814598,0.0005265506455145132
805419,814598,0.00047086893563670846
805420,814598,0.00016133171145634714
805421,814592,2.783414639733646e-05
805422,814578,0.00016083186099525638
805423,814578,0.00010585645830687445
805424,814578,0.00020906695648547748
805426,814578,0.0001839631928540677
805427,814463,0.00021996817816865403
805428,814463,4.753624658331891e-05
805429,814524,0.00016726359315471408
805430,903060,0.00018256079563614482
805431,814522,0.0001214260353900936
805432,814522,0.00010129856661510673
805433,814522,3.046541255855255e-06
805434,814524,1.2117780660615171e-05
805435,814509,1.778339757577563e-06
805436,814604,1.76904523310874e-06
805437,814525,1.3668970784808424e-06
805438,903056,9.389142397319496e-07
805439,901320,5.384537120380855e-06
805440,901320,2.7550648900969513e-05
805441,814454,1.3522371325893513e-06
805442,814487,0.0005381144147908545
805443,814487,0.0005162237656229041
805444,814487,0.0003814744730387278
805446,814560,0.0003591273229513983
805449,814488,6.253112898910362e-05
805450,814488,8.130789522480035e-05
805460,814510,8.023826988208017e-05
805464,814485,1.1245880752869416e-05
805466,814453,0.00024165868371911958
805469,814453,0.00014592682451631929
805470,901325,4.8718702456536336e-05
805471,901325,1.1820116270458471e-06
805472,814444,1.1391788181794709e-06
805473,814528,0.0015423539467802794
805476,903062,0.00043875573956978647
805477,806679,0.00046331855091380605
805478,817983,0.0005995559598160269
805479,903050,6.077053752336272e-05
805480,901299,5.452028931141695e-05
805481,903050,0.00025733610977584764
805482,814596,1.2003993328609005e-05
805483,814596,0.00020365574926946954
805484,814581,8.314101299403701e-05
805485,814537,6.155499274883149e-06
805492,814604,7.229016171183327e-05
805493,814595,0.00036762300724193164
805496,814598,2.281135908164619e-06
805497,901318,0.0009656479972622836
805501,801118,0.0002610617016336253
805502,801118,1.3732602366460863e-05
805503,801117,5.1686363709044495e-06
805504,814520,2.2152719937270848e-06
805505,814520,0.0001444773414285417
805506,814520,0.00019883589987123088
805507,814520,0.00017222137801572383
805508,814573,0.000505717602601675
805509,814573,0.0004723461469137692
805510,814553,2.8587590148380686e-06
805511,814524,0.0004046237937467032
805512,900974,0.0008487052111230395
805513,814528,1.5955561402698193e-05
805514,814528,0.0006916594491731378
805515,814528,0.0007098014016786434
805516,814528,0.0007186480404139783
805517,902183,2.390667919445196e-06
805518,901299,1.1169004578695866e-05
805519,804390,0.0002032129925003993
805520,804390,0.00011929426723739308
805521,804390,0.00014943586122614423
805522,804390,0.00014572419020788012
805523,804390,0.00012124324801910924
805524,804390,6.8839755557552595e-06
805525,807156,0.00026625332730329735
805526,807156,6.04393445781507e-06
805527,817982,3.2638658375774087e-06
805528,817986,3.7381524235972657e-06
805529,817984,0.00022008346673072402
805530,817984,0.00022881340587057998
805531,817984,0.00020135109419342306
805532,806679,0.00014294023284904068
805533,817985,1.012342668760491e-05
805535,804977,8.622425039354657e-06
805536,804992,0.00031885307915238974
805537,804992,0.0003655925679302545
805538,804985,0.0008588859478126893
805539,804994,0.0007492746084675616
805540,804985,0.0009561937134143055
805541,804994,0.0008856878925365399
805542,804994,0.0007227756900307288
805543,804994,0.0005634087975270604
805544,804994,0.00040948906231793
805546,804994,0.0007376452558095599
805548,804992,0.0005324131100216691
805549,804992,0.0004935670282043723
805550,804985,2.230747464029725e-06
805551,903063,0.00020011778975151425
805552,804983,0.0004042406936144813
805553,804997,2.2715637375276317e-06
805554,804996,1.9025008645224874e-06
805555,804983,1.717085153849167e-05
805556,804994,0.0008083435192087369
805557,804981,4.769200946966128e-06
805558,804989,2.8463674171947056e-06
805559,804989,0.00040389811093050895
805560,804988,3.4307125132108744e-06
805561,804978,6.417101282740698e-06
805562,903068,0.00016239731213133808
805563,804995,8.244645819623839e-06
805564,901312,4.027716166072336e-06
805565,804986,0.00012208419678801273
805566,804980,2.9682559031795543e-06
805567,814472,0.0005657861475815714
805568,814473,0.0005648697657387655
805570,814472,0.0003236932634406418
805571,814472,2.4300280599547813e-06
805572,814473,1.4399506540302417e-06
805573,814473,0.00020300446948903007
805574,814473,0.00015719447672401642
805575,814477,0.0005833537825422705
805576,814476,4.807042387555652e-06
805577,814477,2.6948753551371595e-06
805578,814480,1.7810362081042008e-06
805579,901661,0.0006536174789866533
805580,903064,0.0005751756342446646
805581,901661,0.0005073601219885032
805582,901661,0.0005709758476884674
805583,814467,2.8549066904606698e-06
805584,901661,3.7420296945230867e-05
805585,903064,0.000268565109375994
805586,903064,1.3631075976582844e-06
805587,814468,1.482517122697159e-06
805588,814445,0.00010972221125368282
805589,814445,6.717613125440281e-05
805590,814466,0.00012096628947630337
805592,814466,0.00011539202219013522
805593,814466,2.9311185887969477e-06
805594,814446,8.794622692064869e-07
805595,901318,0.0005835259221550481
805596,901318,0.000822208629722651
805597,901318,0.00015267267265766646
805598,901318,0.0001283494997216943
805599,814598,0.0009868846621850613
805600,814598,0.0008269104293871553
805601,814539,6.798201451137028e-07
805602,814535,9.341869506390736e-05
805603,814601,1.2380117843707281e-05
805604,814539,0.00015238208155245775
805605,814578,0.00037826136119155964
805607,814578,2.1124742791725373e-06
805608,814578,0.00010079067990003596
805609,814594,2.4961337109248094e-06
805610,814593,3.4041643758652907e-06
805611,903050,0.00012528149375206282
805612,814581,0.0001286225498182515
805615,903057,5.787954970808797e-05
805616,814577,7.064056540174387e-05
805617,814577,4.908990643609859e-06
805618,814518,0.00015515653595280304
805619,814525,0.00016552494567269768
805620,814606,3.0525124527127277e-06
805621,814605,2.3155859736978266e-06
805622,814567,1.2749307562237129e-06
805623,814568,0.00021707291006010427
805624,814568,2.631269076954337e-06
805625,814583,0.00014072818396690875
805626,814582,3.557605480534525e-05
805627,814607,7.271858333324935e-06
805628,814583,2.8936018200490078e-05
805629,814540,3.408753023660854e-06
805630,814584,3.62808614243724e-06
805631,901323,0.00013835165359473843
805632,814585,3.473164432146061e-06
805633,814534,4.214818684120287e-06
805634,814534,5.401968218344089e-05
805637,814521,0.00013056059679653252
805639,814540,0.00018681790415973922
805640,814521,3.2161538407994255e-06
805641,814548,8.34164189028504e-05
805642,814548,8.424304544833391e-05
805643,814521,0.00013218286769444868
805644,814519,1.7032188591422077e-06
805646,814525,7.162099520635092e-05
805647,814572,0.00011040700100704377
805649,814533,9.757458135850135e-05
805650,814508,0.0002522489919281732
805651,814508,2.43917526825054e-06
805652,814514,2.7585718693155016e-06
805653,814532,2.2205870895801328e-05
805654,814496,0.0001514033308652144
805655,814496,3.158007449096776e-06
805656,814457,8.204452091619992e-05
805657,814457,0.00011636959667526639
805658,814569,7.501589806429842e-05
805659,814538,2.998942562239028e-05
805660,814573,8.307515145241187e-07
805661,814570,4.068063331108394e-06
805662,814572,2.291126658981276e-06
805663,814533,4.477086571787209e-06
805664,814505,2.5153586787928706e-06
805665,814561,0.00013834252484944078
805666,903053,0.00014832097948964555
805667,814561,0.00012384654108457278
805668,814533,6.465497109555542e-05
805669,814529,0.00021868190842529967
805670,814566,5.1616408845416246e-06
805671,814574,4.174445596586672e-06
805672,903053,2.1885928593156025e-06
805673,903051,1.3702055157722747e-06
805674,814575,9.83691444409696e-06
805675,814564,2.8967330611807817e-05
805676,814531,2.3343475838312355e-06
805680,814494,3.0700653947740997e-06
805681,814513,4.395638525275404e-06
805682,903054,2.9422718854584885e-06
805683,814507,4.292169590643497e-06
805684,814495,3.636360083416515e-06
805685,901007,0.0003050685231477402
805686,901325,0.00028658623500551773
805687,814453,1.1707583525563206e-05
805688,814453,9.23458238078347e-05
805690,814453,0.00042153675499033416
805692,814453,0.0002462645591275268
805693,814471,2.377701540687355e-06
805694,814455,2.0890370959023114e-06
805695,814501,5.159622505176406e-07
805696,814485,0.0001423314959585227
805697,814484,5.9741251798989324e-06
805698,814474,5.918493757305864e-07
805699,814486,8.579371330536709e-07
805700,814499,5.491485329265945e-06
805701,814500,1.4217645998752524e-06
805702,814448,9.579039416701227e-06
805703,814483,9.793255979534185e-05
805704,814482,1.9447165063823597e-06
805705,814484,0.00021667689911628718
805706,814447,0.0002722890039001529
805707,814447,5.5767982170265734e-06
805708,901320,0.00039801374603912914
805710,814454,0.0012515114974307375
805711,814454,0.001098558787255849
805712,814454,0.0010621284701933457
805714,814452,0.0009103479043148485
805715,901329,3.769625109299458e-06
805716,814487,3.3463639099949725e-07
805717,814487,0.00047007888825795435
805718,814488,0.00029557046661572
805719,814488,0.00033663812625875253
805720,814488,0.00010231823519777428
805721,814488,5.8802566462996136e-05
805722,814488,0.0001425326164129502
805724,814452,6.97659457667689e-05
805725,814452,3.827808780768351e-05
805726,814452,9.68785874914986e-06
805727,814441,4.24094747201086e-06
805728,814442,1.6680744972959377e-06
805729,814456,9.390049078996484e-06
805730,814452,0.001819549587154955
805732,814489,1.2855246840335806e-05
805733,814490,2.47217752945106e-06
805734,814504,1.2409397607212143e-06
805735,814512,4.365875289618567e-05
805736,814512,1.967648277936116e-06
805737,814511,0.00013946293524632881
805738,814511,2.009514646302092e-06
805739,814503,8.842142570294479e-07
805740,814475,2.0797860456522125e-06
805741,814491,9.022558770807768e-07
805742,814493,1.3351030020069544e-06
805743,814492,1.832051810362371e-06
805744,814451,1.0018731868342362e-06
805745,814449,5.059295549041488e-07
805746,803233,0.0004166043427100977
805747,900095,0.0001695204677617058
805748,814586,0.0007217721590693152
805749,814465,2.3134262111436213e-06
805750,814546,1.1181007056138158e-06
805751,814579,0.00023504257185213924
805753,814550,4.1933021795316303e-07
805754,900084,0.00015070351839009097
805755,814542,1.2416263722898012e-06
805756,814498,1.2342427603687101e-06
805757,814498,2.0707051121347204e-06
805758,814543,3.7162845406498434e-06
805759,814544,1.4368858233197038e-06
805760,814586,1.5635612993386023e-06
805761,814580,1.8825842684407375e-05
805762,901330,2.014069958815317e-06
805763,814528,0.0010145049208884235
805764,814528,0.001090070257679939
805765,814528,0.00125408099032825
805766,814452,0.001850750519322997
805767,900060,3.6761361175685995e-06
805769,809167,2.235197228826518e-05
805770,809167,0.0001770850003591045
805774,901539,0.00035857628474956815
805775,901539,0.0003309082392751777
805777,901540,0.0007721960406454378
805778,901540,0.0007997172597779368
805779,901540,0.0008404805352441303
805796,819104,6.412070424066989e-05
805799,808675,1.638254341748329e-06
805800,805222,9.091336021817257e-06
805801,810013,3.716072709162903e-06
805802,808472,3.3570978272594265e-05
805803,808472,4.031462315230239e-06
805804,810088,3.4736071600029403e-06
805805,810012,4.841902189702003e-05
805806,811765,3.9607240383042385e-05
805807,811764,3.4646949168926967e-06
805808,803123,1.1395848105499158e-05
805809,810292,2.3099383204124464e-06
805810,816907,0.00015138714581506012
805811,803006,9.822542050648973e-05
805812,804918,1.0809945343599841e-06
805813,809333,2.266455945638434e-06
805814,813191,2.7346640610286613e-06
805815,812406,7.797938798877889e-05
805816,814167,7.784701276420216e-05
805817,810454,3.1362553354204305e-05
805818,812581,5.110784982026245e-05
805819,806989,3.825975857642589e-05
805820,803124,5.175557083563611e-06
805821,803006,4.122680432435318e-05
805822,811116,2.671640271228051e-05
805823,810088,2.8936760059123735e-06
805824,810089,6.223190415727473e-06
805825,812066,6.756187265255403e-05
805826,817861,3.6681143904538896e-05
805827,804522,8.732971834961779e-06
805828,812559,9.734858796324472e-05
805829,900056,2.419553759304523e-05
805830,819322,9.370842424405474e-08
805831,815561,7.631221065167173e-07
805832,810291,4.413145105230342e-05
805833,808032,4.1842803426815545e-05
805834,800719,5.933118401664993e-05
805835,803895,1.3697664017247013e-06
805836,802295,1.0949403903352568e-05
805837,813024,5.067975709528324e-05
805838,814857,1.5879848990658446e-06
805839,815331,3.1836355399368347e-06
805840,807693,1.7280231408329396e-05
805841,817546,2.480059165559852e-05
805842,817823,2.2374663407947025e-05
805843,805223,2.8942376293390705e-05
805844,805223,3.940131763088808e-06
805845,813603,9.252145211041675e-06
805846,808472,1.7058392022969189e-06
805847,808472,7.206216942333875e-05
805848,811803,1.5215587288278607e-05
805849,815984,1.2980386961935149e-05
805850,803196,5.792961563335256e-06
805851,804631,1.8759898002085982e-05
805852,817569,8.520131167557494e-06
805853,814413,9.946211343800128e-06
805854,808122,2.2662328709238744e-05
805855,808185,4.061559040087908e-05
805856,804307,4.01188015588443e-05
805857,804307,4.9746787198647163e-05
805858,816907,0.000143234584252164
805859,816907,0.00010287214174505681
805860,812979,1.1080209068939741e-05
805861,800369,7.158326317120597e-05
805862,801693,7.564112233282878e-06
805863,815359,3.356678374890661e-06
805864,802276,1.7301479406445118e-06
805865,805448,2.582854056088015e-06
805866,818884,2.8018896701819045e-05
805867,803077,1.6518495819779134e-05
805868,809086,6.869439371195647e-05
805869,804492,2.41034716587209e-06
805870,813988,6.569706305615707e-07
805872,809449,2.0014783002227848e-06
805873,901539,2.34653261034913e-06
805874,812759,0.0012703797204173391
805875,812759,0.001435604267351645
805877,818684,3.518189855309398e-06
805879,808684,2.020064976702167e-06
805880,815198,9.402909392307363e-05
805881,801173,1.450929134698447e-06
805882,812582,2.64805382100661e-05
805883,805558,4.417765550906965e-05
805884,811633,1.6136976402511184e-05
805885,802988,5.551118595108471e-06
805886,802989,1.7866931457186547e-06
805887,814413,0.0002481973249813069
805888,807724,1.8026847145132533e-05
805889,805107,7.1527761141343436e-06
805890,803077,1.6166466221986009e-06
805891,810431,3.5675404134408134e-06
805892,803052,3.7915452255405723e-06
805893,801318,1.5502584971729759e-06
805894,810190,1.512050051007129e-05
805895,817733,6.4959079154744875e-06
805896,806224,1.8860100333592714e-05
805897,806225,6.117755267959707e-06
805898,810429,2.1352245719579593e-06
805899,810430,8.026157605014241e-07
805900,810428,7.762060380736685e-06
805901,806159,1.951066594695761e-06
805907,819103,0.0001831317752220784
805908,819103,0.00019508512652724428
805909,819103,9.004330371930572e-05
805910,819103,0.00048022302346029046
805920,819103,0.00010718868356229862
805924,819104,4.508693297223061e-05
805925,819104,9.804376764088008e-06
805926,819104,0.00010788419188151821
805927,819104,6.923820239197772e-05
805942,819103,0.0008116192592652105
805943,819103,0.0007727817663695293
805944,819103,0.0008877201398021097
805945,819103,0.0008641675491051764
805948,819103,0.00022703579131288647
805950,901539,0.0004453790427914004
805952,819103,0.0008273570155616499
805967,810705,0.00015420282313816214
805968,810710,7.587261646070623e-07
805969,900812,0.000431202408081469
805970,900813,0.0003387884467273326
805972,810708,1.5579131642914419e-06
805973,808033,1.6016324740926657e-06
805976,812759,3.171610087541009e-06
805980,801451,1.189047181011567e-05
805981,803508,1.4492647367650309e-06
805982,801499,1.4783968323739122e-06
805983,903038,7.229862653567493e-06
805984,810712,4.883100752731539e-05
805986,813609,1.0927778172730584e-05
805987,808666,3.5137415986295885e-05
805988,803707,3.6670375814186004e-05
805989,816169,3.099964203421941e-06
805990,816169,0.00015172310962470627
805991,817623,7.4925529493869445e-06
805992,816169,0.00017668389601726845
805993,816169,8.234933261190066e-05
805994,811775,2.758474629566212e-06
805995,811257,7.152386075293617e-07
805996,809508,5.590910615268137e-07
805997,812183,6.072061120160352e-06
805998,809788,1.24887644443823e-06
805999,807532,2.084243119676807e-06
806000,814101,4.928295222837406e-06
806001,805425,2.789274548232254e-06
806002,815999,1.5956464536785141e-06
806003,805822,3.6862486118131374e-06
806004,803149,4.007017409457106e-06
806005,813213,4.04692935552656e-06
806006,818713,5.662116873663808e-06
806007,807045,3.93470930926501e-06
806008,818295,1.9039759835695195e-06
806009,811352,5.0945033027193194e-06
806010,807985,2.571184074251856e-06
806011,807143,2.2801173176457834e-06
806012,804811,6.279829956057054e-06
806013,812433,2.4530173877151784e-06
806014,816125,1.627808936321883e-06
806015,818060,3.2496301175102337e-06
806016,810069,1.8368787173346959e-06
806017,800768,7.525884980493441e-07
806018,813068,5.891197013426566e-06
806019,801277,5.251179263238254e-06
806020,813764,4.982789778167758e-06
806021,810268,6.242002714638954e-06
806022,815589,4.92778965240341e-06
806023,818758,7.001662531301019e-06
806024,807301,6.70890660657347e-06
806025,818952,6.940188727237396e-06
806026,819140,1.2435171206083754e-06
806027,810324,5.083795703534443e-06
806028,817404,7.474726053246736e-06
806029,802898,5.5236879001129255e-06
806030,812903,6.9223701620193885e-06
806031,813261,6.102334560617239e-06
806032,814124,3.096501626673875e-06
806033,819139,3.875728133880453e-06
806034,810323,3.4215825964828113e-06
806035,814152,5.459948673956694e-06
806036,805378,9.90242456480394e-06
806037,806413,1.9684421139829983e-05
806038,816280,1.1027648554360578e-05
806039,806822,1.1127004636871913e-05
806040,816337,1.1438131690401894e-05
806041,812777,3.924134769271911e-06
806042,800435,2.592039649712873e-06
806043,814810,1.363075855709953e-06
806044,806543,4.425763758086167e-06
806045,816853,4.974083845013337e-06
806046,809089,7.088733239790745e-06
806047,812308,1.8716315526850014e-05
806048,806633,9.138988030597907e-06
806049,815582,2.58352624001526e-06
806050,800451,3.2091640911959276e-06
806051,812096,1.4177347119238975e-05
806052,816425,3.606734875560491e-05
806053,815040,3.0612824637522184e-06
806054,807850,1.8575089839156016e-06
806055,810279,3.2091679388136866e-06
806056,815254,7.221168288835663e-06
806057,805230,3.189698763407528e-06
806058,800811,1.0227351127304142e-05
806059,803211,7.462122799077295e-06
806060,802892,9.202823446780998e-06
806061,816021,2.0750975673468714e-06
806062,814830,1.7344157284623135e-06
806063,810017,3.968719644426633e-07
806064,811785,1.3640250463407698e-06
806065,805683,2.496140676375593e-06
806066,802914,1.0168821352753648e-05
806067,812097,8.67729632299519e-06
806068,807905,8.106703678117464e-06
806069,802861,2.489741810247939e-06
806070,812178,1.6961949636872607e-06
806071,807744,6.211423571500098e-05
806072,808316,0.00013156261762600128
806073,800156,0.0002959864803516841
806074,806474,4.458511008480624e-06
806075,813109,0.00011132431775066507
806076,806475,0.0002847499974326355
806077,802363,1.7490987871897846e-06
806078,815486,3.3822554462556317e-06
806079,815487,1.2752852131501462e-05
806080,806470,2.5084198547795764e-05
806081,806468,3.0733469757476e-06
806082,806469,4.639056224974214e-06
806083,806473,3.155192638967627e-06
806084,806472,4.064799691133061e-06
806085,815488,1.596912923156396e-05
806086,806475,0.0001597875919093713
806088,805798,4.743075604670332e-06
806089,805799,3.3739324522665e-06
806090,901681,6.202726977670913e-05
806091,810043,9.442144905812645e-06
806092,817799,6.82706060442983e-06
806093,809456,0.00015286746465558378
806094,809456,9.714537775127632e-05
806095,814673,0.0004077512876612982
806096,809456,0.00030358766835267574
806097,816783,4.011967103264856e-06
806098,816784,5.83809521638647e-06
806099,816785,4.2053116213532855e-05
806100,810044,1.5340037935423712e-05
806101,810045,0.00011134697067350055
806102,803504,4.149838619713487e-06
806103,807945,1.7414430401944574e-06
806104,815577,3.7828878534650292e-06
806105,808269,3.7180460717545104e-06
806106,806523,7.882444026070764e-05
806107,815808,8.970944476313453e-05
806108,803505,4.681992183704284e-05
806110,806829,2.795693571723896e-05
806113,818048,7.350061834573956e-06
806114,810972,2.892818048802345e-06
806115,818502,5.732153869796026e-05
806116,806829,4.186268466723468e-05
806117,817273,3.957332507498067e-06
806118,812924,5.7746945883008053e-05
806119,802862,2.2194927902657777e-05
806120,802772,1.4904744995665332e-05
806121,804801,1.613851207723616e-05
806122,807300,2.065857456349428e-06
806123,802773,2.24323959149563e-05
806124,807299,1.827570202266765e-06
806125,804800,3.1753115924474195e-05
806126,808140,1.2338296655459435e-05
806127,817378,3.082869679000252e-06
806128,800446,7.425754367626726e-07
806129,808139,3.481694388148202e-07
806130,817377,5.682432964377344e-07
806131,805292,2.3137896161183375e-06
806132,808691,1.7900966468928595e-06
806133,819149,7.1496005273620575e-06
806134,818444,4.187372906775738e-06
806135,819037,1.1987076989152437e-07
806136,809040,6.318761820711699e-06
806137,811551,1.0691051186707841e-05
806138,802279,1.146493100538809e-05
806139,812986,6.283759494374967e-07
806140,804775,1.7566292978012897e-06
806141,801361,1.3523577003623923e-06
806142,814328,1.4225714247937538e-06
806143,810173,2.2039827254272116e-06
806144,800873,6.108550019008207e-07
806145,806172,6.985050965673582e-07
806146,809039,8.775052102562461e-06
806147,811550,8.196228120867632e-06
806148,802278,7.937104410371972e-06
806149,819148,8.646357877647095e-06
806150,805291,5.57859285156015e-07
806151,808422,3.309404594734879e-05
806152,819036,7.6248272626408866e-06
806153,804774,5.011589455732723e-06
806154,801360,1.839521742837507e-05
806155,814327,7.040543741892792e-06
806156,810172,7.821121458533672e-06
806157,800872,9.169385741875238e-06
806158,803173,3.3034933778328805e-06
806159,809104,2.8844757308781114e-06
806160,808308,3.176411214086347e-06
806161,812077,2.2294605910525104e-06
806162,801371,2.910806798838517e-06
806163,811761,2.8565708608606436e-06
806164,813682,2.439082303391345e-06
806165,811563,1.662585675862861e-06
806166,803172,1.5470602130398552e-06
806167,811562,1.63359183043383e-05
806168,809103,1.0967848349563653e-06
806169,808307,2.715891574933052e-07
806170,812076,2.333540938158716e-06
806171,801370,3.7947822991107757e-06
806172,811760,1.1107413119392059e-06
806173,813681,1.3196383688999806e-06
806174,804222,6.639703438162367e-06
806175,816699,1.621178105607952e-06
806176,804221,2.7850770946101584e-06
806177,818799,8.964953059906576e-07
806178,818798,1.125876610373731e-06
806179,800117,4.1362310365383094e-05
806180,816858,9.261091411064578e-06
806181,818707,8.567294203555907e-06
806182,803021,1.0965697680811313e-05
806183,816899,8.801385422857767e-06
806184,816857,1.3925408842488035e-06
806185,818706,9.85434277272407e-07
806186,803020,4.43560044622597e-07
806187,811060,3.887480090262466e-05
806188,802717,1.8561926037996462e-05
806189,808588,1.893544928240293e-06
806190,805534,7.1252022085879005e-06
806191,805945,3.2799819396354002e-06
806192,819161,2.5897077147001026e-06
806193,817912,5.2535623184429295e-06
806194,804093,1.0324959774792753e-05
806195,803913,3.5428532829463502e-06
806196,819162,2.9871913848290856e-06
806197,803914,2.26085307022751e-06
806198,813531,3.0918987359888336e-06
806199,817913,2.6278660907957005e-06
806200,810060,4.380293042869482e-06
806201,812254,2.687884032108683e-05
806202,804094,2.761507117973612e-07
806203,810059,2.714982676394366e-06
806204,813530,2.1988289353036834e-06
806205,805946,4.375641596513582e-06
806206,800953,4.176532905333612e-06
806207,812629,3.3811693363642594e-06
