struct_id_2015,structure_id_2023,match_distance_deg
800509,802277,2.3099023327399772e-05
800510,816161,2.240158304931426e-05
800511,818237,8.16124477594405e-06
800512,805712,2.6088284039157837e-05
800513,815199,9.234800966868695e-06
800514,806552,2.7962414023183587e-05
800515,808310,4.1730915809573435e-05
800516,812024,1.890999053619455e-05
800517,809150,1.597012280287007e-05
800518,813757,1.682386745210217e-05
800519,806232,1.8278826333659386e-05
800520,803821,9.67193015636043e-06
800521,809323,9.163567822185178e-06
800522,817874,2.9925175404882173e-05
800523,808633,5.05067475144862e-06
800524,802183,1.3639785327216029e-06
800525,818392,1.6937651428466492e-06
800526,801094,1.9619232258576686e-05
800527,801094,5.156162400095989e-05
800528,818178,3.297883610243537e-05
800529,800240,2.9885656964812283e-05
800530,808195,1.919473751331174e-05
800531,804339,1.5083557027389964e-05
800532,809846,4.553161755043737e-05
800533,816315,5.51138416990786e-06
800534,816315,4.6560959644668175e-05
800535,816233,1.812224899778367e-05
800536,811455,3.1324043141392264e-06
800537,815664,1.9379153029526905e-05
800538,815096,1.3556980491157651e-05
800539,815096,8.393604585308301e-06
800540,818057,4.740880414627721e-05
800541,810203,3.971295370105586e-05
800542,816204,1.0393932208929053e-05
800543,801252,1.693639015942295e-05
800544,809666,3.204678402503195e-05
800545,804477,4.199927786323975e-05
800546,800963,6.930307711134527e-05
800547,817104,2.893960020114223e-05
800549,805357,4.759176783562189e-05
800550,808791,6.634184955221339e-05
800551,819173,2.9808137224073738e-05
800552,818331,5.4396321536694594e-05
800553,815595,3.905372438838466e-05
800554,804696,3.76422393013843e-05
800555,806403,1.834698354773164e-05
800556,810793,4.27223456957884e-06
800557,804511,3.762988507100999e-05
800558,817318,4.810615230056102e-05
800559,803796,3.096655881534137e-05
800560,803399,3.004367055563467e-05
800561,806694,5.9209035158573274e-06
800562,802157,1.1953970716794136e-05
800563,810243,3.636087182701266e-05
800564,812774,3.521389921274046e-05
800565,815088,3.687566896753257e-05
800566,806372,3.524581225543689e-05
