structure_id,total_roof_area,usable_roof_area,dominant_rating,solar_score_avg,roof_patch_count,excellent_area,usable_ratio
805104,44.0,44.0,Excellent,5.0,1,44.0,1.0
805105,24.0,20.0,Excellent,4.0,2,20.0,0.833
805106,16.0,16.0,Good,4.0,1,0.0,1.0
805107,32.0,0.0,Poor,2.0,5,0.0,0.0
805108,8.0,0.0,Moderate,3.0,2,0.0,0.0
805109,36.0,0.0,Poor,2.0,2,0.0,0.0
805111,124.0,104.0,Good,3.67,3,0.0,0.839
805114,136.0,76.0,Good,4.0,3,28.0,0.559
805116,320.0,216.0,Poor,2.91,11,28.0,0.675
805119,220.0,216.0,Good,3.75,4,0.0,0.982
805120,3300.0,2980.0,Good,3.83,36,2336.0,0.903
805121,1852.0,1712.0,Poor,3.33,6,1708.0,0.924
805122,28.0,28.0,Good,4.0,1,0.0,1.0
805124,380.0,348.0,Good,3.9,10,272.0,0.916
805126,4.0,4.0,Good,4.0,1,0.0,1.0
805127,1092.0,996.0,Poor,3.5,4,996.0,0.912
805128,64.0,0.0,Very Poor,1.0,1,0.0,0.0
805130,156.0,140.0,Good,4.0,3,64.0,0.897
805134,24.0,16.0,Moderate,3.33,3,0.0,0.667
805135,12.0,12.0,Excellent,5.0,1,12.0,1.0
805136,3424.0,2372.0,Poor,2.5,28,2372.0,0.693
805138,132.0,120.0,Poor,2.6,5,0.0,0.909
805139,316.0,284.0,Good,3.78,9,248.0,0.899
805141,4.0,4.0,Good,4.0,1,0.0,1.0
805142,148.0,148.0,Good,4.5,2,104.0,1.0
805143,188.0,176.0,Good,4.17,6,108.0,0.936
805144,4724.0,3984.0,Moderate,3.45,80,1844.0,0.843
805145,2180.0,2180.0,Excellent,5.0,2,2180.0,1.0
805146,4.0,4.0,Good,4.0,1,0.0,1.0
805148,172.0,136.0,Good,4.0,10,88.0,0.791
805149,220.0,216.0,Good,4.22,9,88.0,0.982
805151,28.0,20.0,Excellent,4.0,2,20.0,0.714
805152,52.0,0.0,Poor,2.0,1,0.0,0.0
805153,760.0,160.0,Poor,2.08,13,0.0,0.211
805154,692.0,156.0,Poor,2.11,9,0.0,0.225
805155,272.0,104.0,Poor,2.75,4,104.0,0.382
805159,2556.0,2480.0,Good,3.87,15,1824.0,0.97
805160,688.0,132.0,Poor,2.82,11,0.0,0.192
805164,60.0,0.0,Poor,2.0,1,0.0,0.0
805165,324.0,164.0,Good,3.6,10,52.0,0.506
805166,892.0,804.0,Excellent,3.67,3,628.0,0.901
805167,484.0,484.0,Good,4.5,4,380.0,1.0
805168,312.0,0.0,Very Poor,1.42,12,0.0,0.0
805169,660.0,576.0,Excellent,4.25,4,576.0,0.873
805170,436.0,0.0,Poor,2.14,14,0.0,0.0
805171,148.0,148.0,Excellent,5.0,1,148.0,1.0
805175,1012.0,976.0,Poor,3.0,3,976.0,0.964
805176,936.0,936.0,Good,4.5,2,860.0,1.0
805177,932.0,740.0,Poor,2.8,10,736.0,0.794
805178,852.0,556.0,Good,3.64,22,460.0,0.653
805179,352.0,304.0,Poor,3.5,2,304.0,0.864
805183,1656.0,1616.0,Good,4.12,8,1516.0,0.976
805184,1396.0,960.0,Poor,2.93,14,944.0,0.688
805185,804.0,804.0,Excellent,5.0,1,804.0,1.0
805186,112.0,112.0,Excellent,5.0,1,112.0,1.0
805187,20.0,16.0,Moderate,3.5,2,0.0,0.8
805188,8.0,0.0,Poor,2.0,1,0.0,0.0
805189,192.0,184.0,Good,3.85,13,0.0,0.958
805190,336.0,336.0,Good,4.0,2,0.0,1.0
805191,268.0,268.0,Good,4.0,1,0.0,1.0
805192,6164.0,4460.0,Good,3.2,264,1120.0,0.724
805193,760.0,408.0,Moderate,3.2,41,140.0,0.537
805195,36.0,0.0,Poor,1.67,6,0.0,0.0
805196,44.0,44.0,Good,4.0,5,0.0,1.0
805197,53940.0,50664.0,Good,3.73,79,6420.0,0.939
805199,56.0,56.0,Good,4.5,2,24.0,1.0
805200,44.0,0.0,Poor,2.0,4,0.0,0.0
805202,212.0,76.0,Moderate,2.75,12,0.0,0.358
805203,336.0,224.0,Moderate,3.5,12,116.0,0.667
805204,412.0,0.0,Poor,2.0,1,0.0,0.0
805205,88.0,0.0,Poor,2.0,1,0.0,0.0
805206,2012.0,1924.0,Poor,3.25,4,1920.0,0.956
805207,1932.0,1932.0,Excellent,4.67,3,1928.0,1.0
805208,244.0,244.0,Excellent,5.0,1,244.0,1.0
805209,432.0,412.0,Good,3.89,9,24.0,0.954
805210,232.0,224.0,Good,4.0,7,152.0,0.966
805211,8.0,4.0,Good,3.5,2,0.0,0.5
805212,1180.0,1080.0,Poor,2.69,13,1080.0,0.915
805214,104.0,100.0,Good,3.5,2,0.0,0.962
805215,100.0,24.0,Good,3.5,6,0.0,0.24
805216,108.0,72.0,Good,3.3,10,0.0,0.667
805217,620.0,496.0,Poor,2.0,9,496.0,0.8
805218,248.0,236.0,Moderate,4.0,3,200.0,0.952
805219,2648.0,2648.0,Good,4.17,6,2520.0,1.0
805220,620.0,252.0,Moderate,3.25,16,96.0,0.406
805221,244.0,116.0,Good,3.78,9,12.0,0.475
805222,152.0,96.0,Good,3.62,8,0.0,0.632
805224,168.0,144.0,Very Poor,2.25,4,0.0,0.857
805225,40.0,0.0,Poor,2.0,1,0.0,0.0
805226,1452.0,1168.0,Moderate,2.7,10,1168.0,0.804
805227,12.0,12.0,Excellent,4.5,2,4.0,1.0
805229,88.0,88.0,Good,4.33,3,56.0,1.0
805231,88.0,0.0,Poor,2.0,2,0.0,0.0
805233,36.0,36.0,Excellent,5.0,1,36.0,1.0
805234,120.0,8.0,Poor,2.25,8,0.0,0.067
805235,84.0,52.0,Moderate,3.6,5,24.0,0.619
805236,32.0,32.0,Excellent,5.0,1,32.0,1.0
805238,96.0,64.0,Excellent,4.25,4,24.0,0.667
805240,404.0,0.0,Poor,2.0,1,0.0,0.0
805241,40.0,0.0,Poor,2.0,1,0.0,0.0
805242,20.0,8.0,Good,3.67,3,0.0,0.4
805243,40.0,40.0,Good,4.0,2,0.0,1.0
805244,792.0,624.0,Moderate,3.18,22,0.0,0.788
805245,4.0,4.0,Good,4.0,1,0.0,1.0
805246,444.0,288.0,Moderate,3.0,6,0.0,0.649
805247,288.0,288.0,Good,4.0,2,0.0,1.0
805248,32.0,0.0,Poor,1.67,3,0.0,0.0
805251,464.0,436.0,Good,3.8,10,68.0,0.94
805252,36.0,36.0,Excellent,5.0,1,36.0,1.0
805253,144.0,144.0,Good,4.2,5,116.0,1.0
805254,292.0,136.0,Moderate,3.5,8,0.0,0.466
805255,360.0,348.0,Good,3.62,8,0.0,0.967
805256,864.0,836.0,Good,3.45,11,388.0,0.968
805257,196.0,164.0,Good,4.09,11,116.0,0.837
805258,760.0,752.0,Good,3.92,12,0.0,0.989
805260,16.0,16.0,Good,4.0,3,0.0,1.0
805261,84.0,0.0,Poor,2.0,2,0.0,0.0
805262,48.0,40.0,Good,3.83,6,8.0,0.833
805263,4.0,4.0,Excellent,5.0,1,4.0,1.0
805264,12.0,12.0,Good,4.0,2,0.0,1.0
805265,8.0,8.0,Good,4.0,2,0.0,1.0
805266,40.0,40.0,Excellent,4.67,3,36.0,1.0
805268,100.0,92.0,Good,4.0,7,28.0,0.92
805269,136.0,136.0,Excellent,4.5,2,8.0,1.0
805270,104.0,104.0,Good,4.33,3,88.0,1.0
805271,100.0,44.0,Good,3.67,6,12.0,0.44
805272,4.0,0.0,Moderate,3.0,1,0.0,0.0
805274,128.0,36.0,Excellent,4.25,4,36.0,0.281
805275,116.0,92.0,Good,4.0,6,44.0,0.793
805276,344.0,332.0,Excellent,4.2,5,284.0,0.965
805277,80.0,0.0,Poor,2.0,4,0.0,0.0
805278,80.0,68.0,Good,4.0,5,20.0,0.85
805279,120.0,84.0,Good,3.88,8,0.0,0.7
805280,176.0,48.0,Poor,2.42,12,8.0,0.273
805281,64.0,0.0,Poor,2.0,1,0.0,0.0
805282,56.0,0.0,Poor,2.0,2,0.0,0.0
805283,100.0,60.0,Good,3.5,12,0.0,0.6
805284,32.0,0.0,Poor,2.0,1,0.0,0.0
805285,556.0,544.0,Good,3.7,10,0.0,0.978
805286,1208.0,1072.0,Poor,2.6,5,1072.0,0.887
805287,920.0,380.0,Good,3.62,26,0.0,0.413
805288,2676.0,2676.0,Good,4.5,2,2672.0,1.0
805289,416.0,0.0,Moderate,3.0,4,0.0,0.0
805290,428.0,344.0,Good,3.64,11,0.0,0.804
805291,20.0,20.0,Good,4.0,2,0.0,1.0
805292,52.0,52.0,Excellent,5.0,1,52.0,1.0
805293,224.0,224.0,Excellent,4.6,5,192.0,1.0
805294,136.0,0.0,Poor,2.0,3,0.0,0.0
805295,44.0,0.0,Very Poor,1.0,2,0.0,0.0
805297,1608.0,1288.0,Good,3.42,36,912.0,0.801
805298,100.0,100.0,Excellent,4.67,3,72.0,1.0
805299,16.0,12.0,Good,3.75,4,0.0,0.75
805300,756.0,712.0,Poor,3.0,9,8.0,0.942
805302,2572.0,2572.0,Excellent,4.67,3,2568.0,1.0
805303,264.0,0.0,Poor,1.75,12,0.0,0.0
805304,128.0,128.0,Good,4.5,2,124.0,1.0
805305,100.0,76.0,Moderate,3.71,7,60.0,0.76
805307,492.0,368.0,Moderate,3.25,8,0.0,0.748
805308,48.0,48.0,Good,4.33,3,36.0,1.0
805311,20.0,16.0,Good,3.33,3,0.0,0.8
805312,12.0,4.0,Moderate,3.33,3,0.0,0.333
805313,100.0,0.0,Poor,2.0,2,0.0,0.0
805315,608.0,568.0,Good,4.0,9,416.0,0.934
805316,1524.0,1468.0,Good,3.75,8,1448.0,0.963
805317,112.0,16.0,Very Poor,2.17,6,8.0,0.143
805318,24.0,24.0,Good,4.0,2,0.0,1.0
805319,212.0,208.0,Good,4.0,6,4.0,0.981
805320,192.0,172.0,Excellent,4.25,8,84.0,0.896
805321,132.0,132.0,Good,4.29,7,44.0,1.0
805322,100.0,40.0,Moderate,3.43,7,8.0,0.4
805323,96.0,12.0,Good,3.2,5,0.0,0.125
805324,164.0,144.0,Good,3.71,7,4.0,0.878
805325,184.0,140.0,Good,4.0,8,60.0,0.761
805326,36.0,36.0,Good,4.4,5,8.0,1.0
805328,200.0,40.0,Good,2.73,11,0.0,0.2
805329,456.0,280.0,Very Poor,2.86,14,212.0,0.614
805330,992.0,992.0,Excellent,5.0,1,992.0,1.0
805332,368.0,368.0,Excellent,5.0,1,368.0,1.0
805334,284.0,284.0,Good,4.0,4,0.0,1.0
805335,856.0,852.0,Good,4.36,22,36.0,0.995
805336,408.0,408.0,Good,4.0,3,0.0,1.0
805337,516.0,516.0,Good,4.0,2,0.0,1.0
805338,4.0,4.0,Good,4.0,1,0.0,1.0
805339,24.0,16.0,Moderate,3.5,4,0.0,0.667
805341,156.0,156.0,Excellent,4.67,3,96.0,1.0
805342,52.0,0.0,Poor,2.0,1,0.0,0.0
805344,2500.0,2500.0,Excellent,4.67,3,2496.0,1.0
805345,24.0,16.0,Moderate,4.0,3,8.0,0.667
805347,8.0,8.0,Good,4.0,2,0.0,1.0
805350,56.0,48.0,Good,3.4,5,4.0,0.857
805351,4.0,4.0,Good,4.0,1,0.0,1.0
805352,148.0,68.0,Very Poor,2.71,7,52.0,0.459
805353,40.0,0.0,Poor,1.67,3,0.0,0.0
805354,8.0,8.0,Good,4.0,1,0.0,1.0
805355,116.0,96.0,Moderate,3.5,2,0.0,0.828
805356,16.0,0.0,Poor,2.0,1,0.0,0.0
805357,4.0,0.0,Poor,2.0,1,0.0,0.0
805358,4.0,0.0,Poor,2.0,1,0.0,0.0
805359,112.0,68.0,Moderate,3.6,5,16.0,0.607
805361,756.0,756.0,Good,4.22,9,452.0,1.0
805362,64.0,60.0,Good,4.0,5,20.0,0.938
805363,20.0,0.0,Moderate,3.0,1,0.0,0.0
805364,3024.0,2220.0,Moderate,3.17,42,1232.0,0.734
805365,140.0,116.0,Good,4.0,13,4.0,0.829
805367,1284.0,296.0,Poor,2.12,43,292.0,0.231
805368,32.0,32.0,Excellent,4.5,2,28.0,1.0
805372,8.0,8.0,Excellent,4.5,2,4.0,1.0
805373,4.0,4.0,Good,4.0,1,0.0,1.0
805374,1836.0,1228.0,Good,3.05,20,0.0,0.669
805376,92.0,76.0,Good,3.33,6,0.0,0.826
805377,228.0,0.0,Poor,2.0,4,0.0,0.0
805378,328.0,304.0,Good,3.75,4,0.0,0.927
805379,16.0,16.0,Excellent,5.0,1,16.0,1.0
805380,76.0,64.0,Excellent,4.5,4,64.0,0.842
805382,32.0,20.0,Excellent,4.0,2,20.0,0.625
805384,8032.0,7908.0,Good,3.76,33,6648.0,0.985
805385,1116.0,1032.0,Poor,3.0,3,1032.0,0.925
805386,356.0,356.0,Good,4.5,2,352.0,1.0
805388,12.0,8.0,Excellent,4.33,3,8.0,0.667
805389,408.0,24.0,Good,3.14,7,0.0,0.059
805390,12.0,0.0,Moderate,3.0,1,0.0,0.0
805391,288.0,232.0,Moderate,4.0,9,104.0,0.806
805392,108.0,108.0,Good,4.5,4,96.0,1.0
805394,8.0,8.0,Excellent,5.0,1,8.0,1.0
805395,640.0,624.0,Good,4.17,6,572.0,0.975
805396,120.0,84.0,Good,3.78,9,12.0,0.7
805397,404.0,0.0,Poor,1.93,15,0.0,0.0
805398,200.0,200.0,Excellent,4.67,3,192.0,1.0
805399,1156.0,1108.0,Good,3.67,3,1100.0,0.958
805400,84.0,0.0,Very Poor,1.5,2,0.0,0.0
805401,168.0,168.0,Excellent,5.0,2,168.0,1.0
805402,204.0,204.0,Excellent,4.6,5,148.0,1.0
805403,368.0,244.0,Poor,2.45,20,0.0,0.663
805404,352.0,352.0,Excellent,5.0,1,352.0,1.0
805405,212.0,208.0,Good,4.21,14,152.0,0.981
805406,20.0,0.0,Poor,1.5,2,0.0,0.0
805407,3912.0,3832.0,Good,3.5,6,0.0,0.98
805408,296.0,296.0,Excellent,4.67,3,224.0,1.0
805409,40.0,28.0,Good,3.5,2,0.0,0.7
805410,72.0,72.0,Good,4.17,6,16.0,1.0
805412,52.0,52.0,Good,4.33,3,4.0,1.0
805413,16.0,4.0,Good,3.5,2,0.0,0.25
805414,316.0,304.0,Good,4.0,4,20.0,0.962
805415,472.0,472.0,Excellent,5.0,1,472.0,1.0
805416,12.0,12.0,Excellent,5.0,1,12.0,1.0
805418,68.0,68.0,Good,4.33,6,48.0,1.0
805420,788.0,788.0,Excellent,5.0,2,788.0,1.0
805421,324.0,324.0,Good,4.0,2,0.0,1.0
805422,156.0,148.0,Good,4.0,6,120.0,0.949
805423,1092.0,916.0,Poor,3.14,7,860.0,0.839
805424,1468.0,1432.0,Good,3.8,5,116.0,0.975
805426,196.0,192.0,Good,4.14,7,44.0,0.98
805427,32.0,32.0,Excellent,5.0,1,32.0,1.0
805428,112.0,112.0,Good,4.25,4,24.0,1.0
805431,212.0,168.0,Good,4.09,11,52.0,0.792
805432,248.0,36.0,Good,3.0,5,0.0,0.145
805433,4120.0,2912.0,Moderate,3.45,51,1216.0,0.707
805434,116.0,0.0,Poor,2.0,2,0.0,0.0
805435,116.0,0.0,Poor,2.0,2,0.0,0.0
805436,88.0,8.0,Very Poor,2.33,3,8.0,0.091
805437,20.0,20.0,Good,4.0,4,0.0,1.0
805438,24.0,20.0,Good,3.8,5,0.0,0.833
805439,16.0,16.0,Good,4.0,2,0.0,1.0
805440,224.0,220.0,Good,4.14,7,100.0,0.982
805441,1804.0,1720.0,Good,2.72,18,120.0,0.953
805442,496.0,404.0,Good,3.0,13,292.0,0.815
805443,328.0,140.0,Poor,2.75,4,140.0,0.427
805444,12.0,8.0,Good,3.67,3,0.0,0.667
805445,72.0,72.0,Excellent,5.0,1,72.0,1.0
805446,32.0,24.0,Good,3.67,3,0.0,0.75
805447,20.0,20.0,Good,4.0,1,0.0,1.0
805448,184.0,108.0,Excellent,3.25,16,60.0,0.587
805449,120.0,84.0,Moderate,3.67,6,36.0,0.7
805450,72.0,72.0,Good,4.33,3,60.0,1.0
805451,196.0,96.0,Moderate,3.5,6,20.0,0.49
805453,2588.0,1592.0,Very Poor,2.0,17,1592.0,0.615
805454,36.0,32.0,Moderate,3.5,2,0.0,0.889
805455,64.0,64.0,Good,4.5,2,60.0,1.0
805456,192.0,4.0,Poor,2.75,4,4.0,0.021
805457,172.0,172.0,Good,4.25,4,128.0,1.0
805459,4.0,0.0,Moderate,3.0,1,0.0,0.0
805466,392.0,324.0,Poor,3.6,5,192.0,0.827
805470,92.0,92.0,Good,4.0,3,0.0,1.0
805473,52.0,52.0,Good,4.0,2,0.0,1.0
805475,60.0,4.0,Poor,3.5,2,4.0,0.067
805476,60.0,52.0,Good,4.17,6,36.0,0.867
805477,280.0,164.0,Poor,3.14,7,156.0,0.586
805478,668.0,652.0,Moderate,3.8,5,652.0,0.976
805480,76.0,76.0,Good,4.0,2,0.0,1.0
805481,220.0,220.0,Good,4.0,6,0.0,1.0
805482,212.0,212.0,Good,4.5,2,188.0,1.0
805483,32.0,4.0,Moderate,3.33,3,0.0,0.125
805484,352.0,340.0,Good,3.57,7,0.0,0.966
805485,388.0,156.0,Good,3.4,10,124.0,0.402
805486,12.0,12.0,Good,4.33,3,4.0,1.0
805487,168.0,52.0,Poor,2.45,11,0.0,0.31
805489,20.0,20.0,Good,4.0,2,0.0,1.0
805490,12.0,0.0,Poor,2.0,1,0.0,0.0
805491,96.0,0.0,Poor,1.67,3,0.0,0.0
805492,204.0,192.0,Good,3.71,7,0.0,0.941
805493,64.0,56.0,Moderate,4.0,5,12.0,0.875
805494,64.0,64.0,Excellent,4.5,2,44.0,1.0
805495,580.0,504.0,Very Poor,2.2,5,504.0,0.869
805497,332.0,244.0,Poor,2.75,4,244.0,0.735
805498,928.0,888.0,Poor,3.17,6,888.0,0.957
805499,28.0,28.0,Excellent,4.5,2,24.0,1.0
805500,12.0,4.0,Good,3.5,2,0.0,0.333
805501,52.0,52.0,Excellent,5.0,1,52.0,1.0
805502,456.0,424.0,Moderate,3.33,6,0.0,0.93
805503,8.0,8.0,Good,4.0,1,0.0,1.0
805504,80.0,80.0,Good,4.0,3,0.0,1.0
805505,200.0,200.0,Good,4.33,6,144.0,1.0
805506,252.0,252.0,Good,4.0,1,0.0,1.0
805507,64.0,20.0,Excellent,3.67,3,4.0,0.313
805508,408.0,280.0,Very Poor,2.6,5,224.0,0.686
805509,1596.0,1008.0,Good,3.18,22,392.0,0.632
805510,24.0,16.0,Excellent,4.33,3,16.0,0.667
805511,548.0,548.0,Excellent,4.6,5,508.0,1.0
805513,112.0,96.0,Good,3.83,6,24.0,0.857
805514,296.0,296.0,Good,4.5,2,292.0,1.0
805515,576.0,576.0,Excellent,5.0,1,576.0,1.0
805516,188.0,156.0,Good,3.91,11,12.0,0.83
805517,88.0,88.0,Excellent,5.0,1,88.0,1.0
805518,12.0,12.0,Good,4.0,2,0.0,1.0
805519,96.0,96.0,Good,4.33,3,12.0,1.0
805520,236.0,164.0,Good,3.78,9,20.0,0.695
805521,152.0,92.0,Poor,2.75,4,92.0,0.605
805522,8.0,8.0,Good,4.0,1,0.0,1.0
805523,24.0,24.0,Good,4.0,1,0.0,1.0
805525,88.0,0.0,Poor,2.0,1,0.0,0.0
805526,276.0,104.0,Good,3.36,11,0.0,0.377
805528,928.0,640.0,Very Poor,1.8,15,0.0,0.69
805529,572.0,572.0,Good,4.33,3,560.0,1.0
805530,512.0,512.0,Excellent,5.0,1,512.0,1.0
805531,204.0,184.0,Poor,2.5,4,0.0,0.902
805532,444.0,0.0,Very Poor,1.17,12,0.0,0.0
805533,208.0,208.0,Excellent,4.5,2,204.0,1.0
805534,16.0,8.0,Good,3.67,3,0.0,0.5
805535,36.0,32.0,Good,3.75,4,0.0,0.889
805536,868.0,792.0,Poor,3.11,9,780.0,0.912
805537,376.0,352.0,Good,3.71,7,168.0,0.936
805538,864.0,456.0,Good,3.43,28,0.0,0.528
805539,116.0,108.0,Good,3.67,6,0.0,0.931
805540,32.0,0.0,Very Poor,1.0,2,0.0,0.0
805541,708.0,620.0,Good,3.42,24,0.0,0.876
805542,728.0,280.0,Poor,2.77,26,88.0,0.385
805543,80.0,0.0,Very Poor,1.0,2,0.0,0.0
805544,24.0,24.0,Good,4.0,3,0.0,1.0
805545,24.0,0.0,Poor,2.0,1,0.0,0.0
805546,428.0,368.0,Good,3.27,15,296.0,0.86
805548,320.0,316.0,Good,3.8,5,0.0,0.987
805550,160.0,104.0,Good,3.71,7,4.0,0.65
805551,84.0,80.0,Good,4.0,6,48.0,0.952
805552,640.0,284.0,Poor,2.53,32,44.0,0.444
805554,264.0,240.0,Good,3.75,12,0.0,0.909
805555,36.0,36.0,Excellent,5.0,1,36.0,1.0
805556,444.0,432.0,Good,4.2,5,332.0,0.973
805557,332.0,332.0,Excellent,4.5,4,180.0,1.0
805558,148.0,144.0,Good,3.83,6,0.0,0.973
805559,152.0,72.0,Moderate,3.83,6,24.0,0.474
805561,184.0,48.0,Moderate,2.4,10,48.0,0.261
805562,460.0,296.0,Excellent,4.14,14,36.0,0.643
805564,152.0,96.0,Good,3.75,4,0.0,0.632
805565,192.0,0.0,Poor,1.67,9,0.0,0.0
805566,188.0,188.0,Good,4.0,2,0.0,1.0
805567,1472.0,1372.0,Good,3.46,13,1280.0,0.932
805568,896.0,892.0,Poor,3.67,3,888.0,0.996
805569,60.0,0.0,Poor,2.0,1,0.0,0.0
805570,24.0,0.0,Poor,2.0,1,0.0,0.0
805572,384.0,384.0,Excellent,5.0,1,384.0,1.0
805573,160.0,0.0,Poor,2.0,3,0.0,0.0
805574,40.0,0.0,Poor,2.0,1,0.0,0.0
805575,220.0,0.0,Poor,2.0,2,0.0,0.0
805578,36.0,0.0,Poor,2.0,1,0.0,0.0
805580,136.0,0.0,Poor,2.0,1,0.0,0.0
805584,1252.0,1148.0,Poor,3.2,5,1148.0,0.917
805585,444.0,4.0,Poor,2.46,13,0.0,0.009
805586,120.0,120.0,Excellent,5.0,1,120.0,1.0
805587,40.0,0.0,Poor,2.0,1,0.0,0.0
805588,388.0,112.0,Moderate,3.32,22,0.0,0.289
805589,92.0,80.0,Excellent,4.0,3,72.0,0.87
805590,252.0,252.0,Excellent,4.5,2,248.0,1.0
805591,860.0,860.0,Good,4.0,5,0.0,1.0
805592,200.0,176.0,Excellent,4.38,8,84.0,0.88
805593,96.0,76.0,Good,4.0,5,8.0,0.792
805594,12.0,0.0,Poor,2.0,1,0.0,0.0
805595,64.0,64.0,Excellent,5.0,1,64.0,1.0
805596,156.0,0.0,Very Poor,1.5,4,0.0,0.0
805597,32.0,24.0,Excellent,4.0,2,24.0,0.75
805598,48.0,48.0,Good,4.5,4,32.0,1.0
805599,4.0,4.0,Good,4.0,1,0.0,1.0
805601,84.0,48.0,Good,4.0,4,40.0,0.571
805603,28.0,28.0,Excellent,4.67,3,24.0,1.0
805604,140.0,140.0,Good,4.33,3,128.0,1.0
805605,36.0,36.0,Good,4.0,1,0.0,1.0
805608,140.0,100.0,Good,4.12,8,48.0,0.714
805609,16.0,16.0,Excellent,5.0,1,16.0,1.0
805610,444.0,0.0,Moderate,3.0,1,0.0,0.0
805611,416.0,64.0,Good,3.11,9,0.0,0.154
805612,4.0,0.0,Poor,2.0,1,0.0,0.0
805614,28.0,28.0,Good,4.0,2,0.0,1.0
805615,1536.0,1320.0,Good,3.54,61,884.0,0.859
805616,480.0,480.0,Good,4.33,3,444.0,1.0
805618,332.0,192.0,Good,3.64,14,0.0,0.578
805619,344.0,264.0,Good,3.67,21,0.0,0.767
805620,192.0,192.0,Excellent,5.0,1,192.0,1.0
805621,356.0,100.0,Poor,2.7,10,0.0,0.281
805622,68.0,40.0,Good,3.6,5,0.0,0.588
805623,200.0,168.0,Good,4.29,7,96.0,0.84
805624,192.0,192.0,Good,4.5,2,188.0,1.0
805625,176.0,176.0,Excellent,5.0,2,176.0,1.0
805626,1352.0,1340.0,Moderate,3.33,3,1340.0,0.991
805627,448.0,432.0,Excellent,4.11,9,368.0,0.964
805628,20.0,20.0,Good,4.0,1,0.0,1.0
805629,60.0,60.0,Excellent,5.0,1,60.0,1.0
805630,64.0,0.0,Poor,1.91,11,0.0,0.0
805631,404.0,84.0,Very Poor,2.18,17,0.0,0.208
805633,184.0,116.0,Good,4.0,8,48.0,0.63
805634,36.0,36.0,Excellent,5.0,1,36.0,1.0
805635,284.0,284.0,Excellent,4.5,2,132.0,1.0
805636,128.0,48.0,Good,3.53,15,8.0,0.375
805638,176.0,176.0,Excellent,4.5,4,52.0,1.0
805639,1072.0,868.0,Good,3.24,29,0.0,0.81
805640,16.0,8.0,Moderate,4.0,4,8.0,0.5
805642,16.0,16.0,Good,4.0,2,0.0,1.0
805643,1364.0,1364.0,Good,4.17,30,960.0,1.0
805644,212.0,180.0,Excellent,4.29,7,100.0,0.849
805645,492.0,492.0,Good,4.33,3,108.0,1.0
805647,16.0,16.0,Excellent,5.0,1,16.0,1.0
805648,196.0,184.0,Good,4.0,14,16.0,0.939
805650,24.0,24.0,Good,4.0,3,0.0,1.0
805651,20.0,4.0,Moderate,3.5,2,0.0,0.2
805652,388.0,352.0,Good,3.73,15,12.0,0.907
805653,184.0,172.0,Good,4.0,4,68.0,0.935
805654,116.0,116.0,Good,4.17,6,48.0,1.0
805655,4.0,4.0,Good,4.0,1,0.0,1.0
805656,36.0,36.0,Excellent,5.0,1,36.0,1.0
805657,108.0,108.0,Good,4.25,4,72.0,1.0
805658,136.0,56.0,Moderate,3.89,9,16.0,0.412
805661,320.0,320.0,Good,4.5,4,296.0,1.0
805662,440.0,396.0,Good,3.4,15,0.0,0.9
805663,116.0,0.0,Poor,1.75,8,0.0,0.0
805665,260.0,260.0,Good,4.25,4,192.0,1.0
805668,28.0,0.0,Very Poor,1.0,3,0.0,0.0
805669,224.0,176.0,Excellent,4.43,7,120.0,0.786
805670,12.0,0.0,Poor,2.0,1,0.0,0.0
805671,1004.0,936.0,Poor,2.12,8,936.0,0.932
805672,156.0,0.0,Poor,2.0,1,0.0,0.0
805673,16.0,16.0,Good,4.0,2,0.0,1.0
805674,480.0,172.0,Good,3.67,3,148.0,0.358
805675,260.0,256.0,Good,3.0,2,0.0,0.985
805677,244.0,244.0,Good,4.29,7,28.0,1.0
805678,8.0,8.0,Excellent,5.0,1,8.0,1.0
805679,120.0,116.0,Good,4.0,5,72.0,0.967
805680,208.0,208.0,Good,4.0,1,0.0,1.0
805683,20.0,20.0,Good,4.33,3,12.0,1.0
805684,40.0,40.0,Good,4.33,3,12.0,1.0
805685,16.0,12.0,Good,3.5,2,0.0,0.75
805686,4.0,0.0,Moderate,3.0,1,0.0,0.0
805687,28.0,28.0,Good,4.0,1,0.0,1.0
805688,140.0,132.0,Good,4.1,10,24.0,0.943
805689,136.0,116.0,Moderate,4.0,5,72.0,0.853
805690,72.0,72.0,Good,4.0,4,0.0,1.0
805691,96.0,96.0,Good,4.2,5,56.0,1.0
805692,148.0,144.0,Good,4.0,4,4.0,0.973
805693,176.0,148.0,Poor,3.25,4,144.0,0.841
805694,48.0,36.0,Excellent,4.25,4,16.0,0.75
805695,600.0,404.0,Good,3.53,15,8.0,0.673
805696,44.0,44.0,Excellent,4.5,2,16.0,1.0
805697,84.0,0.0,Poor,1.86,7,0.0,0.0
805698,36.0,36.0,Excellent,5.0,1,36.0,1.0
805699,112.0,96.0,Poor,3.0,5,0.0,0.857
805700,132.0,132.0,Good,4.22,9,12.0,1.0
805701,48.0,0.0,Poor,2.0,4,0.0,0.0
805702,760.0,760.0,Good,4.5,2,756.0,1.0
805703,696.0,696.0,Good,4.33,9,648.0,1.0
805705,240.0,212.0,Good,3.92,12,76.0,0.883
805706,508.0,192.0,Moderate,3.0,22,0.0,0.378
805708,24.0,24.0,Good,4.0,4,0.0,1.0
